CNTYVTD,VTDKEY,Biden,Trump,Biden % ,Trump % 
1350201,3058,872,3753,0.19,0.81
1350202,3059,374,1532,0.20,0.80
1350203,3060,400,1513,0.21,0.79
1350204,3061,193,840,0.19,0.81
1350205,3062,298,1045,0.22,0.78
1350206,3063,52,391,0.12,0.88
1350207,3064,99,1261,0.07,0.93
1350208,3065,593,1989,0.23,0.77
1350209,3066,203,548,0.27,0.73
1350301,3067,504,915,0.36,0.64
1350302,3068,183,452,0.29,0.71
1350303,3069,339,667,0.34,0.66
1350304,3070,90,162,0.36,0.64
1350305,3071,125,182,0.41,0.59
1350306,3072,232,365,0.39,0.61
1350307,3073,420,782,0.35,0.65
1350308,3074,136,429,0.24,0.76
1350309,3075,203,588,0.26,0.74
1350311,3076,178,453,0.28,0.72
1350312,3077,218,653,0.25,0.75
1350401,3078,149,290,0.34,0.66
1350402,3079,522,406,0.56,0.44
1350403,3080,694,545,0.56,0.44
1350404,3081,247,662,0.27,0.73
1350405,3082,202,212,0.49,0.51
1350406,3083,501,777,0.39,0.61
1350407,3084,130,518,0.20,0.80
1350408,3085,140,167,0.46,0.54
1350409,3086,180,470,0.28,0.72
1350412,3087,136,211,0.39,0.61
1370001,3088,24,142,0.14,0.86
1370002,3089,46,311,0.13,0.87
1370003,3090,45,273,0.14,0.86
1370004,3091,53,167,0.24,0.76
1390101,3092,940,1949,0.33,0.67
1390102,3093,775,2198,0.26,0.74
1390103,3094,1101,2688,0.29,0.71
1390104,3095,736,2141,0.26,0.74
1390105,3096,1223,2961,0.29,0.71
1390106,3097,514,2066,0.20,0.80
1390107,3098,861,2256,0.28,0.72
1390108,3099,708,2068,0.26,0.74
1390109,3100,429,1039,0.29,0.71
1390110,3101,1881,1669,0.53,0.47
1390111,3102,598,1432,0.29,0.71
1390112,3103,373,1110,0.25,0.75
1390113,3104,873,327,0.73,0.27
1390114,3105,471,1112,0.30,0.70
1390115,3106,468,821,0.36,0.64
1390116,3107,433,997,0.30,0.70
1390117,3108,533,1176,0.31,0.69
1390118,3109,648,1244,0.34,0.66
1390119,3110,282,769,0.27,0.73
1390120,3111,107,312,0.26,0.74
1390121,3112,465,1119,0.29,0.71
1390122,3113,251,630,0.28,0.72
1390123,3114,372,76,0.83,0.17
1390124,3115,513,309,0.62,0.38
1390125,3116,782,2047,0.28,0.72
1390126,3117,252,469,0.35,0.65
1390127,3118,85,210,0.29,0.71
1390128,3119,45,50,0.47,0.53
1390129,3120,149,370,0.29,0.71
1390130,3121,108,308,0.26,0.74
1390131,3122,363,965,0.27,0.73
1390132,3123,77,385,0.17,0.83
1390133,3124,101,331,0.23,0.77
1390134,3125,100,471,0.18,0.82
1390135,3126,483,2546,0.16,0.84
1390136,3127,75,372,0.17,0.83
1390137,3128,188,763,0.20,0.80
1390138,3129,284,1102,0.20,0.80
1390139,3130,191,624,0.23,0.77
1390140,3131,1683,2937,0.36,0.64
1390141,3132,386,1129,0.25,0.75
1390142,3133,408,1075,0.28,0.72
1390143,3134,648,1587,0.29,0.71
1390144,3135,1005,590,0.63,0.37
1390145,3136,1578,1185,0.57,0.43
1390146,3137,925,1272,0.42,0.58
1390147,3138,929,1913,0.33,0.67
1390148,3139,813,945,0.46,0.54
1390149,3140,352,602,0.37,0.63
1410001,3141,790,377,0.68,0.32
1410002,3142,1391,829,0.63,0.37
1410003,3143,996,620,0.62,0.38
1410004,3144,587,370,0.61,0.39
1410005,3145,1165,611,0.66,0.34
1410006,3146,759,843,0.47,0.53
1410007,3147,1127,765,0.60,0.40
1410008,3148,781,886,0.47,0.53
1410009,3149,1408,1113,0.56,0.44
1410010,3150,1649,610,0.73,0.27
1410011,3151,1636,739,0.69,0.31
1410012,3152,621,405,0.61,0.39
1410013,3153,1421,753,0.65,0.35
1410014,3154,1613,1174,0.58,0.42
1410015,3155,1099,809,0.58,0.42
1410016,3156,1497,663,0.69,0.31
1410017,3157,717,493,0.59,0.41
1410018,3158,1255,1001,0.56,0.44
1410019,3159,1504,758,0.66,0.34
1410020,3160,527,255,0.67,0.33
1410021,3161,843,739,0.53,0.47
1410022,3162,1093,607,0.64,0.36
1410023,3163,598,450,0.57,0.43
1410024,3164,1364,919,0.60,0.40
1410025,3165,1183,654,0.64,0.36
1410026,3166,750,401,0.65,0.35
1410027,3167,854,289,0.75,0.25
1410028,3168,154,50,0.75,0.25
1410029,3169,1131,425,0.73,0.27
1410030,3170,91,12,0.88,0.12
1410031,3171,695,254,0.73,0.27
1410032,3172,812,332,0.71,0.29
1410033,3173,1036,390,0.73,0.27
1410034,3174,291,106,0.73,0.27
1410035,3175,972,382,0.72,0.28
1410036,3176,947,210,0.82,0.18
1410037,3177,761,253,0.75,0.25
1410038,3178,845,236,0.78,0.22
1410039,3179,230,90,0.72,0.28
1410040,3180,364,73,0.83,0.17
1410041,3181,410,103,0.80,0.20
1410042,3182,619,202,0.75,0.25
1410043,3183,806,683,0.54,0.46
1410044,3184,1118,728,0.61,0.39
1410045,3185,1425,762,0.65,0.35
1410046,3186,557,239,0.70,0.30
1410047,3187,966,642,0.60,0.40
1410048,3188,764,307,0.71,0.29
1410049,3189,601,361,0.62,0.38
1410050,3190,919,466,0.66,0.34
1410051,3191,837,509,0.62,0.38
1410052,3192,841,419,0.67,0.33
1410053,3193,1054,518,0.67,0.33
1410054,3194,795,358,0.69,0.31
1410055,3195,870,569,0.60,0.40
1410056,3196,776,556,0.58,0.42
1410057,3197,535,299,0.64,0.36
1410058,3198,611,402,0.60,0.40
1410059,3199,941,412,0.70,0.30
1410060,3200,776,706,0.52,0.48
1410061,3201,571,351,0.62,0.38
1410062,3202,520,204,0.72,0.28
1410063,3203,934,395,0.70,0.30
1410064,3204,997,335,0.75,0.25
1410065,3205,202,217,0.48,0.52
1410066,3206,873,323,0.73,0.27
1410067,3207,843,353,0.70,0.30
1410068,3208,260,98,0.73,0.27
1410069,3209,1586,537,0.75,0.25
1410070,3210,1066,354,0.75,0.25
1410071,3211,898,275,0.77,0.23
1410072,3212,594,165,0.78,0.22
1410073,3213,535,153,0.78,0.22
1410074,3214,858,249,0.78,0.22
1410075,3215,717,292,0.71,0.29
1410076,3216,523,181,0.74,0.26
1410077,3217,1001,339,0.75,0.25
1410078,3218,521,208,0.71,0.29
1410079,3219,263,67,0.80,0.20
1410080,3220,555,125,0.82,0.18
1410081,3221,113,50,0.69,0.31
1410082,3222,866,226,0.79,0.21
1410083,3223,517,129,0.80,0.20
1410084,3224,891,226,0.80,0.20
1410085,3225,633,178,0.78,0.22
1410086,3226,244,253,0.49,0.51
1410087,3227,5,1,0.83,0.17
1410089,3230,1289,439,0.75,0.25
1410090,3231,818,433,0.65,0.35
1410091,3232,394,162,0.71,0.29
1410092,3233,1271,722,0.64,0.36
1410093,3234,676,302,0.69,0.31
1410094,3235,1145,475,0.71,0.29
1410095,3236,1190,551,0.68,0.32
1410096,3237,1285,752,0.63,0.37
1410097,3238,805,370,0.69,0.31
1410098,3239,842,480,0.64,0.36
1410099,3240,527,249,0.68,0.32
1410100,3241,1349,559,0.71,0.29
1410101,3242,993,540,0.65,0.35
1410102,3243,982,409,0.71,0.29
1410103,3244,736,461,0.61,0.39
1410104,3245,1137,620,0.65,0.35
1410105,3246,1116,529,0.68,0.32
1410106,3247,1198,531,0.69,0.31
1410107,3248,927,410,0.69,0.31
1410108,3249,804,526,0.60,0.40
1410109,3250,776,388,0.67,0.33
1410110,3251,1317,602,0.69,0.31
1410111,3252,1031,448,0.70,0.30
1410112,3253,1488,555,0.73,0.27
1410113,3254,1135,473,0.71,0.29
1410114,3255,1925,752,0.72,0.28
1410115,3256,1043,544,0.66,0.34
1410116,3257,1656,788,0.68,0.32
1410117,3258,1303,574,0.69,0.31
1410118,3259,1044,459,0.69,0.31
1410119,3260,1213,563,0.68,0.32
1410120,3261,1298,520,0.71,0.29
1410121,3262,878,310,0.74,0.26
1410122,3263,1573,608,0.72,0.28
1410123,3264,1304,476,0.73,0.27
1410124,3265,1391,470,0.75,0.25
1410125,3266,2048,866,0.70,0.30
1410126,3267,2155,1074,0.67,0.33
1410127,3268,153,97,0.61,0.39
1410128,3269,1459,846,0.63,0.37
1410129,3270,1629,864,0.65,0.35
1410130,3271,1667,716,0.70,0.30
1410131,3272,842,355,0.70,0.30
1410132,3273,167,53,0.76,0.24
1410133,3274,1066,264,0.80,0.20
1410134,3275,478,206,0.70,0.30
1410135,3276,927,265,0.78,0.22
1410136,3277,717,198,0.78,0.22
1410137,3278,818,210,0.80,0.20
1410138,3279,902,229,0.80,0.20
1410139,3280,852,302,0.74,0.26
1410140,3281,701,223,0.76,0.24
1410141,3282,527,176,0.75,0.25
1410142,3283,458,134,0.77,0.23
1410143,3284,1031,241,0.81,0.19
1410144,3285,1068,322,0.77,0.23
1410145,3286,1008,341,0.75,0.25
1410146,3287,525,158,0.77,0.23
1410147,3288,581,216,0.73,0.27
1410148,3289,937,274,0.77,0.23
1410149,3290,1045,341,0.75,0.25
1410150,3291,703,216,0.76,0.24
1410151,3292,887,272,0.77,0.23
1410152,3293,834,211,0.80,0.20
1410153,3294,1028,301,0.77,0.23
1410154,3295,900,251,0.78,0.22
1410155,3296,435,140,0.76,0.24
1410156,3297,1193,325,0.79,0.21
1410157,3298,648,183,0.78,0.22
1410158,3299,629,451,0.58,0.42
1410159,3300,597,238,0.71,0.29
1410160,3301,971,379,0.72,0.28
1410161,3302,405,200,0.67,0.33
1410162,3303,1297,449,0.74,0.26
1410163,3304,912,409,0.69,0.31
1410164,3305,1203,471,0.72,0.28
1410165,3306,1270,453,0.74,0.26
1410166,3307,871,657,0.57,0.43
1410167,3308,1207,475,0.72,0.28
1410168,3309,1411,803,0.64,0.36
1410169,3310,1010,424,0.70,0.30
1410170,3311,1024,640,0.62,0.38
1410171,3312,779,285,0.73,0.27
1410172,3313,1272,576,0.69,0.31
1410173,3314,446,277,0.62,0.38
1410174,3315,9,0,1.00,0.00
1410175,3316,107,37,0.74,0.26
1410176,3317,446,269,0.62,0.38
1410177,3318,228,131,0.64,0.36
1410178,3319,380,287,0.57,0.43
1410179,3320,228,60,0.79,0.21
1410180,3321,758,288,0.72,0.28
1410181,3322,1464,865,0.63,0.37
1410182,3323,848,378,0.69,0.31
1410183,3324,1,0,1.00,0.00
1410184,3325,1,0,1.00,0.00
1410185,3326,248,202,0.55,0.45
1410186,3327,277,159,0.64,0.36
1410187,3328,0,1,0.00,1.00
1410188,3329,37,27,0.58,0.42
1410189,3330,5,3,0.63,0.38
1410190,3331,0,0,0.00,0.00
1410191,3332,1,0,1.00,0.00
1410192,3333,1563,1111,0.58,0.42
1410193,3334,860,597,0.59,0.41
1410194,3335,1003,635,0.61,0.39
1410195,3336,1103,714,0.61,0.39
1410196,3337,1152,532,0.68,0.32
1410197,3338,1267,516,0.71,0.29
1410198,3339,1081,528,0.67,0.33
1410199,3340,389,310,0.56,0.44
1410200,3341,514,257,0.67,0.33
1410201,3342,903,500,0.64,0.36
1410202,3343,987,592,0.63,0.37
1410203,3344,1999,1105,0.64,0.36
1410204,3345,525,315,0.63,0.38
1410205,3346,1170,499,0.70,0.30
1410206,3347,249,114,0.69,0.31
1410207,3348,659,226,0.74,0.26
1410208,3349,487,209,0.70,0.30
1430010,3350,204,530,0.28,0.72
1430011,3351,104,271,0.28,0.72
1430012,3352,156,737,0.17,0.83
1430018,3353,200,1168,0.15,0.85
1430019,3354,138,891,0.13,0.87
1430020,3355,154,697,0.18,0.82
1430021,3356,157,800,0.16,0.84
1430023,3357,65,308,0.17,0.83
1430024,3358,121,477,0.20,0.80
1430025,3359,64,502,0.11,0.89
1430030,3360,58,449,0.11,0.89
1430031,3361,121,827,0.13,0.87
1430032,3362,183,961,0.16,0.84
1430033,3363,215,390,0.36,0.64
1430034,3364,125,893,0.12,0.88
1430035,3365,40,56,0.42,0.58
1430041,3366,62,550,0.10,0.90
1430044,3367,174,1473,0.11,0.89
1430045,3368,288,736,0.28,0.72
1430046,3369,107,374,0.22,0.78
1430047,3370,180,594,0.23,0.77
1450101,3371,170,176,0.49,0.51
1450104,3372,61,449,0.12,0.88
1450105,3373,217,315,0.41,0.59
1450201,3374,75,333,0.18,0.82
1450203,3375,253,33,0.88,0.12
1450204,3376,345,126,0.73,0.27
1450301,3377,58,364,0.14,0.86
1450302,3378,61,126,0.33,0.67
1450303,3379,40,418,0.09,0.91
1450304,3380,189,485,0.28,0.72
1450403,3381,189,531,0.26,0.74
1450404,3382,105,474,0.18,0.82
1450405,3383,136,347,0.28,0.72
1470001,3384,215,806,0.21,0.79
1470002,3385,103,841,0.11,0.89
1470003,3386,132,284,0.32,0.68
1470004,3387,247,664,0.27,0.73
1470005,3388,63,366,0.15,0.85
1470006,3389,85,478,0.15,0.85
1470007,3390,53,320,0.14,0.86
1470009,3391,96,611,0.14,0.86
1470010,3392,316,1598,0.17,0.83
1470011,3393,285,1533,0.16,0.84
1470012,3394,114,761,0.13,0.87
1470013,3395,112,507,0.18,0.82
1470015,3396,74,597,0.11,0.89
1470016,3397,33,203,0.14,0.86
1470018,3398,434,1602,0.21,0.79
1470019,3399,293,1000,0.23,0.77
1490002,3400,28,141,0.17,0.83
1490003,3401,54,262,0.17,0.83
1490004,3402,115,494,0.19,0.81
1490005,3403,15,167,0.08,0.92
1490006,3404,75,302,0.20,0.80
1490007,3405,83,400,0.17,0.83
1490008,3406,46,281,0.14,0.86
1490009,3407,48,178,0.21,0.79
1490010,3408,69,425,0.14,0.86
1490011,3409,60,301,0.17,0.83
1490012,3410,77,255,0.23,0.77
1490013,3411,110,423,0.21,0.79
1490014,3412,34,184,0.16,0.84
1490015,3413,53,266,0.17,0.83
1490016,3414,278,842,0.25,0.75
1490017,3415,43,315,0.12,0.88
1490020,3419,97,486,0.17,0.83
1490021,3420,30,179,0.14,0.86
1490022,3421,32,118,0.21,0.79
1490023,3422,30,165,0.15,0.85
1490024,3423,31,169,0.16,0.85
1490025,3424,405,1352,0.23,0.77
1490026,3425,103,353,0.23,0.77
1510001,3426,72,405,0.15,0.85
1510004,3427,90,420,0.18,0.82
1510010,3428,88,274,0.24,0.76
1510012,3429,102,349,0.23,0.77
1530001,3430,127,600,0.17,0.83
1530009,3431,5,70,0.07,0.93
1530018,3432,103,534,0.16,0.84
1530023,3433,104,233,0.31,0.69
1530024,3434,49,94,0.34,0.66
1550101,3437,21,69,0.23,0.77
1550201,3438,19,139,0.12,0.88
1550301,3439,28,110,0.20,0.80
1550401,3440,31,127,0.20,0.80
1571001,3441,518,843,0.38,0.62
1571002,3442,344,57,0.86,0.14
1571003,3443,1270,303,0.81,0.19
1571007,3444,3724,2993,0.55,0.45
1571008,3445,171,550,0.24,0.76
1571010,3446,607,2479,0.20,0.80
1571012,3447,675,764,0.47,0.53
1571013,3448,929,991,0.48,0.52
1571015,3449,246,742,0.25,0.75
1571018,3450,320,1246,0.20,0.80
1571021,3451,68,507,0.12,0.88
1571024,3452,182,579,0.24,0.76
1571025,3453,1319,1700,0.44,0.56
1571037,3454,730,915,0.44,0.56
1571040,3455,967,305,0.76,0.24
1571048,3456,690,384,0.64,0.36
1571054,3457,116,169,0.41,0.59
1571058,3458,961,239,0.80,0.20
1571067,3459,1464,830,0.64,0.36
1571068,3460,30,332,0.08,0.92
1571072,3461,17,61,0.22,0.78
1571073,3462,331,524,0.39,0.61
1571074,3463,1646,1188,0.58,0.42
1571076,3464,2619,1474,0.64,0.36
1571085,3465,1181,1136,0.51,0.49
1571087,3466,656,939,0.41,0.59
1571094,3467,3,1,0.75,0.25
1571097,3468,2031,1894,0.52,0.48
1571103,3469,1723,2703,0.39,0.61
1571109,3470,397,355,0.53,0.47
1571114,3471,2621,275,0.91,0.09
1571118,3472,2882,2808,0.51,0.49
1571120,3473,952,1531,0.38,0.62
1571128,3474,1015,1790,0.36,0.64
1571134,3475,2286,764,0.75,0.25
1571141,3476,1371,1579,0.46,0.54
1571152,3477,511,713,0.42,0.58
1571153,3478,1424,112,0.93,0.07
1571154,3479,1256,992,0.56,0.44
1572016,3480,1568,1254,0.56,0.44
1572017,3481,1586,110,0.94,0.06
1572022,3482,1166,1308,0.47,0.53
1572023,3483,1159,181,0.86,0.14
1572031,3484,1656,143,0.92,0.08
1572033,3485,619,246,0.72,0.28
1572034,3486,2866,261,0.92,0.08
1572036,3487,673,45,0.94,0.06
1572043,3488,388,150,0.72,0.28
1572050,3489,1969,103,0.95,0.05
1572051,3490,1564,84,0.95,0.05
1572052,3491,1545,114,0.93,0.07
1572055,3492,679,34,0.95,0.05
1572056,3493,316,112,0.74,0.26
1572059,3494,1415,140,0.91,0.09
1572060,3495,1649,702,0.70,0.30
1572061,3496,2219,1692,0.57,0.43
1572066,3497,2312,857,0.73,0.27
1572070,3498,687,462,0.60,0.40
1572075,3499,1182,134,0.90,0.10
1572077,3500,1287,210,0.86,0.14
1572078,3501,280,151,0.65,0.35
1572081,3502,669,261,0.72,0.28
1572088,3503,1337,544,0.71,0.29
1572089,3504,938,56,0.94,0.06
1572090,3505,293,266,0.52,0.48
1572091,3506,318,169,0.65,0.35
1572092,3507,369,202,0.65,0.35
1572093,3508,261,84,0.76,0.24
1572096,3509,1240,530,0.70,0.30
1572099,3510,1547,938,0.62,0.38
1572100,3511,1216,614,0.66,0.34
1572101,3512,1729,670,0.72,0.28
1572106,3513,2745,1183,0.70,0.30
1572108,3514,3580,1224,0.75,0.25
1572112,3515,210,65,0.76,0.24
1572115,3516,978,289,0.77,0.23
1572116,3517,1355,115,0.92,0.08
1572123,3518,1363,101,0.93,0.07
1572136,3519,173,71,0.71,0.29
1572137,3520,237,113,0.68,0.32
1572151,3525,1361,688,0.66,0.34
1572157,3526,1553,1255,0.55,0.45
1573004,3527,1164,1617,0.42,0.58
1573005,3528,933,2520,0.27,0.73
1573006,3529,2972,5072,0.37,0.63
1573014,3532,1921,3168,0.38,0.62
1573019,3533,198,574,0.26,0.74
1573032,3534,1341,672,0.67,0.33
1573038,3535,2011,2332,0.46,0.54
1573041,3536,465,1061,0.30,0.70
1573053,3537,0,1,0.00,1.00
1573057,3538,1752,2267,0.44,0.56
1573063,3539,777,1799,0.30,0.70
1573069,3540,196,166,0.54,0.46
1573083,3541,2261,1267,0.64,0.36
1573095,3542,1727,1506,0.53,0.47
1573098,3543,1114,663,0.63,0.37
1573104,3544,1687,2534,0.40,0.60
1573113,3545,3619,1226,0.75,0.25
1573122,3546,1167,1794,0.39,0.61
1573130,3547,1722,2259,0.43,0.57
1573132,3548,1820,2027,0.47,0.53
1573133,3549,1211,1798,0.40,0.60
1573142,3550,1549,1787,0.46,0.54
1573143,3551,2480,2778,0.47,0.53
1573144,3552,1418,1991,0.42,0.58
1573145,3553,1002,1137,0.47,0.53
1573146,3554,2394,2566,0.48,0.52
1573148,3555,3205,4907,0.40,0.60
1573149,3556,919,3447,0.21,0.79
1573150,3557,3493,1656,0.68,0.32
1573156,3558,578,1345,0.30,0.70
1573159,3559,1079,1142,0.49,0.51
1573160,3560,936,818,0.53,0.47
1574011,3561,552,658,0.46,0.54
1574020,3562,881,1425,0.38,0.62
1574026,3563,1244,1127,0.52,0.48
1574027,3564,1,0,1.00,0.00
1574028,3565,1011,790,0.56,0.44
1574029,3566,577,882,0.40,0.60
1574030,3567,1069,1073,0.50,0.50
1574035,3568,720,675,0.52,0.48
1574039,3569,474,253,0.65,0.35
1574042,3570,285,515,0.36,0.64
1574044,3571,1758,1370,0.56,0.44
1574045,3572,795,610,0.57,0.43
1574046,3573,1310,1099,0.54,0.46
1574047,3574,397,253,0.61,0.39
1574062,3577,1658,1089,0.60,0.40
1574064,3578,413,421,0.50,0.50
1574065,3579,2524,1837,0.58,0.42
1574071,3580,274,189,0.59,0.41
1574079,3581,190,156,0.55,0.45
1574080,3582,634,478,0.57,0.43
1574082,3583,2460,2912,0.46,0.54
1574084,3584,665,546,0.55,0.45
1574086,3585,1174,638,0.65,0.35
1574102,3586,1133,692,0.62,0.38
1574105,3587,965,767,0.56,0.44
1574107,3588,641,927,0.41,0.59
1574110,3589,1038,902,0.54,0.46
1574111,3590,493,519,0.49,0.51
1574117,3591,3052,1765,0.63,0.37
1574119,3592,1154,1420,0.45,0.55
1574121,3593,340,205,0.62,0.38
1574124,3594,2098,1119,0.65,0.35
1574125,3595,1969,1111,0.64,0.36
1574126,3596,1653,1016,0.62,0.38
1574127,3597,1326,923,0.59,0.41
1574129,3598,3227,2310,0.58,0.42
1574131,3599,688,714,0.49,0.51
1574135,3600,3252,2053,0.61,0.39
1574140,3601,1139,1318,0.46,0.54
1574147,3602,3160,1530,0.67,0.33
1574155,3603,1301,676,0.66,0.34
1574158,3604,1353,588,0.70,0.30
1590101,3605,144,690,0.17,0.83
1590102,3606,41,362,0.10,0.90
1590201,3607,56,385,0.13,0.87
1590202,3608,137,485,0.22,0.78
1590301,3609,83,510,0.14,0.86
1590302,3610,96,489,0.16,0.84
1590401,3611,155,756,0.17,0.83
1590402,3612,92,484,0.16,0.84
1610001,3613,280,1880,0.13,0.87
1610002,3614,297,774,0.28,0.72
1610003,3615,6,115,0.05,0.95
1610004,3616,40,294,0.12,0.88
1610005,3617,360,1178,0.23,0.77
1610006,3618,41,329,0.11,0.89
1610007,3619,109,433,0.20,0.80
1610008,3620,71,360,0.16,0.84
1610009,3621,79,317,0.20,0.80
1610010,3622,21,225,0.09,0.91
1610011,3623,187,240,0.44,0.56
1610012,3624,34,100,0.25,0.75
1610013,3625,17,239,0.07,0.93
1610014,3626,64,299,0.18,0.82
1610015,3627,29,208,0.12,0.88
1630001,3628,419,386,0.52,0.48
1630002,3629,286,191,0.60,0.40
1630003,3630,324,145,0.69,0.31
1630005,3633,108,314,0.26,0.74
1630006,3634,102,299,0.25,0.75
1630008,3635,350,300,0.54,0.46
1630009,3636,301,288,0.51,0.49
1630010,3637,173,401,0.30,0.70
1650002,3638,112,1224,0.08,0.92
1650003,3639,121,1840,0.06,0.94
1650004,3640,105,780,0.12,0.88
1650005,3641,12,145,0.08,0.92
1650006,3642,35,114,0.23,0.77
1650007,3643,75,170,0.31,0.69
1650008,3644,75,543,0.12,0.88
1650009,3645,41,539,0.07,0.93
1670103,3646,158,860,0.16,0.84
1670104,3647,137,620,0.18,0.82
1670105,3648,78,83,0.48,0.52
1670142,3649,711,868,0.45,0.55
1670144,3650,539,1196,0.31,0.69
1670146,3651,786,1294,0.38,0.62
1670148,3652,966,1534,0.39,0.61
1670150,3653,621,985,0.39,0.61
1670151,3654,574,1724,0.25,0.75
1670152,3655,1241,2437,0.34,0.66
1670159,3656,948,1809,0.34,0.66
1670165,3657,1323,2868,0.32,0.68
1670166,3658,705,1529,0.32,0.68
1670167,3659,1326,3009,0.31,0.69
1670168,3660,0,2,0.00,1.00
1670169,3661,0,1,0.00,1.00
1670170,3662,726,1486,0.33,0.67
1670172,3663,90,282,0.24,0.76
1670192,3664,173,295,0.37,0.63
1670193,3665,693,1324,0.34,0.66
1670197,3666,193,411,0.32,0.68
1670218,3667,1243,1049,0.54,0.46
1670219,3668,934,1097,0.46,0.54
1670220,3669,1767,2879,0.38,0.62
1670221,3670,520,1211,0.30,0.70
1670223,3671,1150,1047,0.52,0.48
1670224,3672,1194,1152,0.51,0.49
1670226,3675,540,1296,0.29,0.71
1670227,3676,404,1939,0.17,0.83
1670228,3677,382,2098,0.15,0.85
1670232,3678,643,698,0.48,0.52
1670258,3679,276,1488,0.16,0.84
1670263,3680,2057,4074,0.34,0.66
1670274,3681,167,458,0.27,0.73
1670275,3682,97,195,0.33,0.67
1670276,3683,766,972,0.44,0.56
1670277,3684,291,1596,0.15,0.85
1670278,3685,332,1780,0.16,0.84
1670279,3686,152,784,0.16,0.84
1670280,3687,426,537,0.44,0.56
1670281,3688,38,107,0.26,0.74
1670283,3689,981,1563,0.39,0.61
1670301,3690,520,397,0.57,0.43
1670306,3691,2039,1316,0.61,0.39
1670309,3692,27,54,0.33,0.67
1670311,3693,502,145,0.78,0.22
1670312,3694,6,1,0.86,0.14
1670314,3695,1778,666,0.73,0.27
1670315,3696,1615,866,0.65,0.35
1670330,3699,1018,569,0.64,0.36
1670331,3700,1236,336,0.79,0.21
1670334,3701,639,203,0.76,0.24
1670336,3702,2400,346,0.87,0.13
1670338,3703,1499,952,0.61,0.39
1670340,3704,332,53,0.86,0.14
1670341,3705,386,474,0.45,0.55
1670343,3706,672,550,0.55,0.45
1670345,3707,408,83,0.83,0.17
1670347,3708,632,253,0.71,0.29
1670389,3709,284,150,0.65,0.35
1670391,3710,49,48,0.51,0.49
1670394,3711,11,8,0.58,0.42
1670398,3712,174,131,0.57,0.43
1670399,3713,91,86,0.51,0.49
1670401,3714,0,0,0.00,0.00
1670439,3715,821,1670,0.33,0.67
1670453,3716,1393,2457,0.36,0.64
1670454,3717,1305,1977,0.40,0.60
1670455,3718,547,904,0.38,0.62
1670456,3719,735,2038,0.27,0.73
1670457,3720,999,2568,0.28,0.72
1670460,3721,977,3033,0.24,0.76
1670461,3722,741,2227,0.25,0.75
1670462,3723,1166,3082,0.27,0.73
1670464,3724,745,1608,0.32,0.68
1670471,3725,799,1099,0.42,0.58
1670482,3726,22,129,0.15,0.85
1670487,3727,1715,3408,0.33,0.67
1670488,3728,1085,1967,0.36,0.64
1670490,3729,1248,2382,0.34,0.66
1671051,3730,247,207,0.54,0.46
1671651,3731,0,0,0.00,0.00
1672321,3732,0,0,0.00,0.00
1672322,3733,0,0,0.00,0.00
1672323,3734,54,287,0.16,0.84
1672801,3735,0,0,0.00,0.00
1673061,3736,0,0,0.00,0.00
1673301,3737,1,2,0.33,0.67
1673311,3738,130,109,0.54,0.46
1674391,3739,6,13,0.32,0.68
1690001,3740,38,334,0.10,0.90
1690002,3741,57,438,0.12,0.88
1690003,3742,50,285,0.15,0.85
1690004,3743,55,188,0.23,0.77
1690005,3744,15,71,0.17,0.83
1690006,3745,16,97,0.14,0.86
1710001,3746,504,1444,0.26,0.74
1710002,3747,279,761,0.27,0.73
1710003,3748,210,632,0.25,0.75
1710004,3749,553,1558,0.26,0.74
1710005,3750,152,1248,0.11,0.89
1710006,3751,96,427,0.18,0.82
1710007,3752,416,1823,0.19,0.81
1710008,3753,44,229,0.16,0.84
1710009,3754,16,147,0.10,0.90
1710010,3755,158,639,0.20,0.80
1710012,3756,340,1705,0.17,0.83
1710013,3757,257,1383,0.16,0.84
1710015,3758,152,518,0.23,0.77
1730001,3759,7,179,0.04,0.96
1730002,3760,11,123,0.08,0.92
1730003,3761,6,147,0.04,0.96
1730004,3762,15,162,0.08,0.92
1750011,3763,252,386,0.39,0.61
1750012,3764,35,313,0.10,0.90
1750021,3765,226,395,0.36,0.64
1750022,3766,52,125,0.29,0.71
1750031,3767,125,448,0.22,0.78
1750032,3768,52,437,0.11,0.89
1750041,3769,45,260,0.15,0.85
1750042,3770,53,436,0.11,0.89
